Date,Type,Registration,Origin,Destination,Duration,Route
5/19/2025,CRJ7,N525AE,KGSO,KDCA,1.8,KDCA KGSO
5/19/2025,CRJ7,N522AE,KDCA,KBHM,2.7,KDCA KBHM
5/20/2025,CRJ7,N545PB,KBHM,KDCA,2.1,KDCA KBHM
5/20/2025,CRJ7,N545PB,KDCA,KATL,1.7,KDCA KATL
5/20/2025,CRJ7,N545PB,KATL,KDCA,2.1,KDCA KATL
5/20/2025,CRJ7,N511AE,KDCA,KCRW,1.2,KDCA KCRW
5/21/2025,CRJ7,N716PS,KCRW,KCLT,1.2,KCLT KCRW
5/21/2025,CRJ7,N507AE,KCLT,KHPN,1.8,KCLT KHPN
5/22/2025,CRJ7,N725PS,KHPN,KDCA,1.6,KDCA KHPN
5/22/2025,CRJ7,N531EG,KDCA,KBNA,2.1,KDCA KBNA
5/22/2025,CRJ7,N531EG,KBNA,KDCA,1.6,KDCA KBNA
5/26/2025,CRJ7,N520DC,KDCA,KBNA,2,KDCA KBNA
5/26/2025,CRJ7,N520DC,KBNA,KDCA,1.8,KDCA KBNA
5/26/2025,CRJ7,N518AE,KDCA,KBTR,3.5,KDCA KBTR
5/27/2025,CRJ9,N580NN,KBTR,KDFW,1.6,KBTR KDFW
5/27/2025,CRJ9,N580NN,KDFW,KMGM,1.9,KDFW KMGM
5/29/2025,CRJ7,N503AE,KMGM,KDCA,2.1,KDCA KMGM
6/3/2025,CRJ7,N702PS,KDCA,KSYR,1.2,KDCA KSYR
6/3/2025,CRJ7,N702PS,KSYR,KDCA,1.2,KDCA KSYR
6/3/2025,CRJ7,N544EA,KDCA,KJAN,2.3,KDCA KJAN
6/4/2025,CRJ9,N547NN,KJAN,KDFW,2.1,KJAN KDFW
6/5/2025,CRJ7,N545PB,KSTL,KDCA,2.3,KDCA KSTL
6/5/2025,CRJ7,N545PB,KDCA,KBUF,1.3,KDCA KBUF
6/5/2025,CRJ7,N545PB,KBUF,KDCA,1.3,KDCA KBUF
6/5/2025,CRJ7,N719PS,KDCA,KBUF,1.3,KDCA KBUF
6/6/2025,CRJ7,N720PS,KBUF,KDCA,1.5,KDCA KBUF
6/7/2025,CRJ7,N702PS,KDCA,CYYZ,1.7,KDCA CYYZ
6/7/2025,CRJ7,N702PS,CYYZ,KPHL,1.4,CYYZ KPHL
6/7/2025,CRJ7,N702PS,KPHL,KAVL,1.8,KPHL KAVL
6/8/2025,CRJ9,N561NN,KAVL,KDCA,1.3,KDCA KAVL
6/11/2025,CRJ7,N529EA,KDCA,KBHM,2.2,KDCA KBHM
6/11/2025,CRJ7,N529EA,KBHM,KDFW,2.5,KBHM KDFW
6/11/2025,CRJ7,N529EA,KDFW,KTLH,2.4,KDFW KTLH
6/12/2025,CRJ9,N629NN,KTLH,KDFW,2.2,KTLH KDFW
6/13/2025,CRJ9,N588NN,KDCA,KVPS,2.6,KDCA KVPS
6/14/2025,CRJ7,N503AE,KVPS,KDCA,2.3,KDCA KVPS
6/18/2025,CRJ9,N606NN,KDCA,KPHL,1,KDCA KPHL
6/18/2025,CRJ9,N606NN,KPHL,KOMA,3.4,KPHL KOMA
6/19/2025,CRJ9,N612NN,KOMA,KAVP,3,KOMA KAVP
6/19/2025,CRJ9,N612NN,KAVP,KPHL,1.6,KAVP KPHL
6/19/2025,CRJ9,N618NN,KPHL,KBUF,1.6,KPHL KBUF
6/20/2025,CRJ7,N702PS,KBUF,KDCA,1.2,KDCA KBUF
6/20/2025,CRJ7,N702PS,KDCA,KAVL,1.5,KDCA KAVL
6/21/2025,CRJ7,N546FF,KAVL,KDCA,1.5,KDCA KAVL
6/21/2025,CRJ7,N531EG,KDCA,KVPS,2.5,KDCA KVPS
6/21/2025,CRJ7,N531EG,KVPS,KDCA,2.3,KDCA KVPS
6/24/2025,CRJ7,N507AE,KDCA,KMYR,1.4,KDCA KMYR
6/24/2025,CRJ7,N507AE,KMYR,KDCA,2.5,KDCA KMYR
6/25/2025,CRJ7,N725PS,KDCA,KMEM,2.7,KDCA KMEM
6/26/2025,CRJ7,N706PS,KMEM,KDCA,2.6,KDCA KMEM
6/26/2025,CRJ7,N706PS,KDCA,KBTV,1.6,KDCA KBTV
6/26/2025,CRJ7,N706PS,KBTV,KDCA,1.8,KDCA KBTV
6/26/2025,CRJ7,N530EA,KDCA,KALB,1.5,KDCA KALB
6/27/2025,CRJ9,N612NN,KALB,KDCA,1.4,KDCA KALB
6/27/2025,CRJ7,N534AE,KDCA,KORF,1.1,KDCA KORF
7/4/2025,CRJ9,N604NN,KDCA,KALB,1.4,KDCA KALB
7/4/2025,CRJ9,N604NN,KALB,KDCA,2.7,KDCA KALB
7/4/2025,CRJ9,N604NN,KDCA,KORF,6,KDCA KORF
7/5/2025,CRJ9,N581NN,KORF,KDCA,0.9,KDCA KORF
7/6/2025,CRJ7,N705PS,KORF,KPHL,1,KORF KPHL
7/7/2025,CRJ7,N546FF,KCLE,KDCA,1.2,KDCA KCLE
7/7/2025,CRJ7,N546FF,KDCA,KSDF,2.1,KDCA KSDF
7/7/2025,CRJ7,N546FF,KSDF,KDCA,2,KDCA KSDF
7/13/2025,CRJ7,N525AE,KDCA,KSDF,3,KDCA KSDF
7/13/2025,CRJ7,N525AE,KSDF,KBNA,1.1,KSDF KBNA
7/13/2025,CRJ7,N525AE,KBNA,KTLH,1.4,KBNA KTLH
7/14/2025,CRJ9,N559NN,KTLH,KDFW,2.2,KTLH KDFW
7/14/2025,CRJ9,N559NN,KDFW,KPNS,2.2,KDFW KPNS
7/15/2025,CRJ9,N586NN,KPNS,KCLT,1.9,KCLT KPNS
7/15/2025,CRJ9,N561NN,KCLT,KABE,2.1,KCLT KABE
7/15/2025,CRJ9,N561NN,KABE,KCLT,2,KCLT KABE
7/16/2025,N561NN,#REF!,KCLT,KJAN,1.8,KCLT KJAN
7/16/2025,CRJ7,N523AE,KJAN,KDFW,1.8,KJAN KDFW
7/19/2025,CRJ7,N533AE,KDCA,KIND,1.8,KDCA KIND
7/19/2025,CRJ7,N533AE,KIND,KDSM,1.5,KIND KDSM
7/21/2025,CRJ7,N524AE,KDCA,KILM,1.9,KDCA KILM
7/21/2025,CRJ7,N524AE,KILM,KDCA,1.4,KDCA KILM
7/22/2025,CRJ7,N524AE,KDCA,KBGR,1.8,KDCA KBGR
7/22/2025,CRJ7,N543EA,KBGR,KDCA,1.9,KDCA KBGR
7/22/2025,CRJ9,N618NN,KDCA,KBNA,1.9,KDCA KBNA
7/22/2025,CRJ9,N618NN,KBNA,KDCA,2,KDCA KBNA
7/23/2025,CRJ9,N617NN,KCLT,KCMH,1.8,KCLT KCMH
7/23/2025,CRJ9,N617NN,KCMH,KCLT,1.7,KCLT KCMH
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
,,,,,, 
